touchpoint_id,opp_id,lead_id,touch_sequence,total_touches_in_journey,touch_date,days_before_opp_creation,channel,campaign,touch_type,landing_page,content_asset_id,engagement_score,is_first_touch,is_last_touch,true_marginal_contribution,attributed_revenue_brl
TP-0001355,OPP-00297,LEAD-001660,3,4,2023-04-29,18,organic_search,(not set),content_view,/blog/crm-para-industria,AST-0002,24,0,0,0.097525,3696.21
TP-0001356,OPP-00297,LEAD-001660,4,4,2023-05-10,7,organic_search,(not set),form_fill,/blog/funil-vendas-complexas,AST-0006,65,0,1,0.882618,33451.24
TP-0001357,OPP-00298,LEAD-001661,1,4,2023-03-27,43,organic_search,(none),impression,/blog/funil-vendas-complexas,AST-0006,18,1,0,0.003556,100.98
TP-0001358,OPP-00298,LEAD-001661,2,4,2023-04-20,19,organic_search,(not set),click,/produto/crm-integracao,AST-0019,30,0,0,0.04556,1293.92
TP-0001359,OPP-00298,LEAD-001661,3,4,2023-05-04,5,organic_search,,content_view,/produto/api-marketplace,AST-0021,41,0,0,0.165128,4689.64
TP-0001360,OPP-00298,LEAD-001661,4,4,2023-05-06,3,organic_search,(not set),form_fill,/blog/integracao-erp-sistemas,AST-0003,56,0,1,0.785756,22315.46
TP-0001361,OPP-00299,LEAD-001674,1,4,2023-04-07,39,paid_search,google_branded_2023,click,/lp/trial-30-dias,AST-0016,25,1,0,0.029496,808.19
TP-0001362,OPP-00299,LEAD-001674,2,4,2023-04-16,30,paid_search,pesquisa_concorrentes_q2_2023,click,/webinar/integracao-erp-ao-vivo,AST-0012,29,0,0,0.043153,1182.39
TP-0001363,OPP-00299,LEAD-001674,3,4,2023-04-17,29,paid_search,crm-b2b-keywords-2023,form_fill,/ebook/integracao-sistemas-guia,AST-0011,75,0,0,0.169942,4656.42
TP-0001364,OPP-00299,LEAD-001674,4,4,2023-04-27,19,paid_search,integracao_erp_pesquisa_2023,demo_request,/blog/gestao-vendas-b2b,AST-0001,73,0,1,0.757409,20753.0
TP-0001365,OPP-00300,LEAD-001679,1,5,2023-04-06,30,paid_search,google_branded_2023,click,/lp/comparativo-erp,AST-0017,43,1,0,0.014029,680.39
TP-0001366,OPP-00300,LEAD-001679,2,5,2023-04-18,18,paid_search,google_brand_keywords_2023,click,/lp/trial-30-dias,AST-0016,30,0,0,0.025429,1233.3
TP-0001367,OPP-00300,LEAD-001679,3,5,2023-04-28,8,paid_search,crm-b2b-keywords-2023,form_fill,/produto/erp-connector,AST-0020,80,0,0,0.190462,9237.39
TP-0001368,OPP-00300,LEAD-001679,4,5,2023-04-30,6,paid_search,crm-b2b-keywords-2023,demo_request,/lp/demo-gratis,AST-0015,83,0,0,0.319578,15499.54
TP-0001369,OPP-00300,LEAD-001679,5,5,2023-05-01,5,paid_search,crm-b2b-keywords-2023,proposal_sent,/webinar/integracao-erp-ao-vivo,AST-0012,74,0,1,0.450503,21849.38
TP-0001370,OPP-00301,LEAD-001686,1,7,2023-03-26,44,webinar_evento,black_friday_2023,impression,/webinar/automacao-vendas-demo,AST-0014,34,1,0,0.001286,121.0
TP-0001371,OPP-00301,LEAD-001686,2,7,2023-04-10,29,linkedin_ads,linkedin_gestores_2023,click,/lp/trial-30-dias,AST-0016,25,0,0,0.008663,815.19
TP-0001372,OPP-00301,LEAD-001686,3,7,2023-04-23,16,linkedin_ads,linkedin_prospecao_q2_2023,form_fill,/lp/demo-gratis,AST-0015,80,0,0,0.080393,7564.95
TP-0001373,OPP-00301,LEAD-001686,4,7,2023-04-28,11,linkedin_ads,linkedin_prospeccao_q2_2023,demo_request,/ebook/integracao-sistemas-guia,AST-0011,72,0,0,0.167128,15726.73
TP-0001374,OPP-00301,LEAD-001686,5,7,2023-04-28,11,linkedin_ads,linkedin_prospeccao_q2_2023,sales_call,/webinar/crm-para-gestores,AST-0013,66,0,0,0.188019,17692.57
TP-0001375,OPP-00301,LEAD-001686,6,7,2023-05-04,5,linkedin_ads,linkedin_decisores_ti_2023,form_fill,/webinar/automacao-vendas-demo,AST-0014,61,0,0,0.176379,16597.29
TP-0001376,OPP-00301,LEAD-001686,7,7,2023-05-09,0,linkedin_ads,linkedin_gestores_2023,form_fill,/ebook/crm-para-varejo,AST-0008,57,0,1,0.378133,35582.27
TP-0001377,OPP-00302,LEAD-001689,1,4,2023-03-28,40,organic_search,(none),impression,/blog/churn-saas-brasil,AST-0005,2,1,0,0.004707,134.61
TP-0001378,OPP-00302,LEAD-001689,2,4,2023-04-20,17,organic_search,(none),click,/webinar/crm-para-gestores,AST-0013,9,0,0,0.056152,1605.96
TP-0001379,OPP-00302,LEAD-001689,3,4,2023-04-24,13,organic_search,,content_view,/produto/api-marketplace,AST-0021,30,0,0,0.09963,2849.43
TP-0001380,OPP-00302,LEAD-001689,4,4,2023-05-04,3,organic_search,(not set),form_fill,/blog/leads-qualificados-b2b,AST-0007,67,0,1,0.839511,24010.0
TP-0001381,OPP-00303,LEAD-001691,1,4,2023-04-07,44,paid_search,google_branded_2023,click,/lp/comparativo-erp,AST-0017,33,1,0,0.020298,2953.37
TP-0001382,OPP-00303,LEAD-001691,2,4,2023-04-13,38,email_marketing,email_reengajamento_q2_2023,click,/ebook/integracao-sistemas-guia,AST-0011,38,0,0,0.023968,3487.4
TP-0001383,OPP-00303,LEAD-001691,3,4,2023-04-21,30,email_marketing,email_reengajamento_q2_2023,form_fill,/blog/crm-para-industria,AST-0002,64,0,0,0.155625,22643.37
TP-0001384,OPP-00303,LEAD-001691,4,4,2023-05-03,18,email_marketing,email_reengajamento_q2_2023,demo_request,/blog/leads-qualificados-b2b,AST-0007,98,0,1,0.800109,116415.85
TP-0001385,OPP-00304,LEAD-001699,1,2,2023-04-26,23,organic_search,(none),impression,/produto/crm-integracao,AST-0019,1,1,0,0.200276,14099.43
TP-0001386,OPP-00304,LEAD-001699,2,2,2023-04-28,21,organic_search,(none),click,/blog/funil-vendas-complexas,AST-0006,38,0,1,0.799724,56300.57
TP-0001387,OPP-00305,LEAD-001702,1,2,2023-04-05,39,paid_search,integracao_erp_pesquisa_2023,click,/lp/trial-30-dias,AST-0016,22,1,0,0.216538,5391.79
TP-0001388,OPP-00305,LEAD-001702,2,2,2023-04-21,23,paid_search,integracao_erp_pesquisa_2023,click,/produto/erp-connector,AST-0020,3,0,1,0.783462,19508.21
TP-0001389,OPP-00306,LEAD-001703,1,7,2023-04-03,40,linkedin_ads,linkedin_prospecao_q2_2023,impression,/lp/comparativo-erp,AST-0017,23,1,0,0.002657,144.0
TP-0001390,OPP-00306,LEAD-001703,2,7,2023-04-11,32,paid_search,pesquisa_concorrentes_q2_2023,click,/lp/trial-30-dias,AST-0016,27,0,0,0.010857,588.46
TP-0001391,OPP-00306,LEAD-001703,3,7,2023-04-12,31,paid_search,integracao_erp_pesquisa_2023,content_view,/lp/comparativo-erp,AST-0017,29,0,0,0.015548,842.71
TP-0001392,OPP-00306,LEAD-001703,4,7,2023-04-15,28,paid_search,integracao_erp_pesquisa_2023,demo_request,/lp/demo-gratis,AST-0015,81,0,0,0.077055,4176.4
TP-0001393,OPP-00306,LEAD-001703,5,7,2023-04-16,27,paid_search,google_brand_keywords_2023,sales_call,/produto/api-marketplace,AST-0021,100,0,0,0.093106,5046.33
TP-0001394,OPP-00306,LEAD-001703,6,7,2023-05-09,4,paid_search,google_brand_keywords_2023,email_open,/webinar/integracao-erp-ao-vivo,AST-0012,6,0,0,0.053483,2898.79
TP-0001395,OPP-00306,LEAD-001703,7,7,2023-05-13,0,paid_search,google_branded_2023,proposal_sent,/blog/crm-para-industria,AST-0002,75,0,1,0.747293,40503.3
TP-0001396,OPP-00307,LEAD-001712,1,4,2023-04-28,25,webinar_evento,webinar_integracao_erp_2023,impression,/webinar/crm-para-gestores,AST-0013,6,1,0,0.008202,1045.73
TP-0001397,OPP-00307,LEAD-001712,2,4,2023-04-29,24,webinar_evento,campanha-natal-2023,click,/lp/trial-30-dias,AST-0016,17,0,0,0.020329,2591.91
TP-0001398,OPP-00307,LEAD-001712,3,4,2023-05-12,11,webinar_evento,evento_crm_gestores_q2,form_fill,/lp/trial-30-dias,AST-0016,70,0,0,0.188649,24052.74
TP-0001399,OPP-00307,LEAD-001712,4,4,2023-05-21,2,webinar_evento,campanha_natal_2023,demo_request,/lp/roi-calculator,AST-0018,93,0,1,0.782821,99809.62
TP-0001400,OPP-00308,LEAD-001720,1,2,2023-04-20,24,organic_search,(not set),impression,/blog/churn-saas-brasil,AST-0005,10,1,0,0.18908,6674.53
TP-0001401,OPP-00308,LEAD-001720,2,2,2023-04-23,21,organic_search,(none),click,/produto/api-marketplace,AST-0021,27,0,1,0.81092,28625.47
TP-0001402,OPP-00309,LEAD-001731,1,5,2023-04-14,41,paid_search,google_branded_2023,click,/lp/demo-gratis,AST-0015,25,1,0,0.020818,1203.27
TP-0001403,OPP-00309,LEAD-001731,2,5,2023-04-19,36,direct,(not set),click,/lp/trial-30-dias,AST-0016,43,0,0,0.022888,1322.9
TP-0001404,OPP-00309,LEAD-001731,3,5,2023-04-30,25,direct,(not set),form_fill,/produto/erp-connector,AST-0020,50,0,0,0.18412,10642.14
TP-0001405,OPP-00309,LEAD-001731,4,5,2023-05-05,20,direct,,demo_request,/webinar/automacao-vendas-demo,AST-0014,86,0,0,0.382766,22123.9
TP-0001406,OPP-00309,LEAD-001731,5,5,2023-05-23,2,direct,,click,/produto/erp-connector,AST-0020,11,0,1,0.389408,22507.79
TP-0001407,OPP-00310,LEAD-001739,1,7,2023-04-20,35,webinar_evento,black_friday_2023,impression,/produto/crm-integracao,AST-0019,12,1,0,0.002486,114.36
TP-0001408,OPP-00310,LEAD-001739,2,7,2023-04-26,29,webinar_evento,campanha_natal_2023,click,/lp/roi-calculator,AST-0018,30,0,0,0.008807,405.11
TP-0001409,OPP-00310,LEAD-001739,3,7,2023-05-03,22,webinar_evento,bf-23,form_fill,/produto/api-marketplace,AST-0021,66,0,0,0.053239,2448.99
TP-0001410,OPP-00310,LEAD-001739,4,7,2023-05-04,21,webinar_evento,campanha-natal-2023,demo_request,/produto/crm-integracao,AST-0019,89,0,0,0.083172,3825.92
TP-0001411,OPP-00310,LEAD-001739,5,7,2023-05-17,8,webinar_evento,black_friday_2023,sales_call,/lp/comparativo-erp,AST-0017,100,0,0,0.236812,10893.36
TP-0001412,OPP-00310,LEAD-001739,6,7,2023-05-19,6,webinar_evento,bf-23,sales_call,/lp/demo-gratis,AST-0015,90,0,0,0.273178,12566.2
TP-0001413,OPP-00310,LEAD-001739,7,7,2023-05-20,5,webinar_evento,webinar_integracao_erp_2023,proposal_sent,/lp/roi-calculator,AST-0018,69,0,1,0.342306,15746.06
TP-0001414,OPP-00311,LEAD-001746,1,4,2023-04-11,38,linkedin_ads,linkedin_decisores_ti_2023,impression,/lp/demo-gratis,AST-0015,11,1,0,0.021548,976.13
TP-0001415,OPP-00311,LEAD-001746,2,4,2023-04-16,33,meta_ads,meta_awareness_2023,click,/lp/roi-calculator,AST-0018,20,0,0,0.071071,3219.51
TP-0001416,OPP-00311,LEAD-001746,3,4,2023-04-16,33,meta_ads,meta_awareness_2023,content_view,/ebook/roi-tecnologia-empresas,AST-0010,26,0,0,0.094761,4292.69
TP-0001417,OPP-00311,LEAD-001746,4,4,2023-04-21,28,meta_ads,ig_gestores_b2b_q2,demo_request,/ebook/gestao-pipeline-vendas,AST-0009,85,0,1,0.81262,36811.67
TP-0001418,OPP-00312,LEAD-001747,1,6,2023-04-07,39,organic_search,(none),impression,/webinar/automacao-vendas-demo,AST-0014,2,1,0,0.002979,109.03
TP-0001419,OPP-00312,LEAD-001747,2,6,2023-04-13,33,direct,,click,/produto/api-marketplace,AST-0021,33,0,0,0.010553,386.23
TP-0001420,OPP-00312,LEAD-001747,3,6,2023-04-18,28,direct,,content_view,/produto/erp-connector,AST-0020,39,0,0,0.02011,736.02
TP-0001421,OPP-00312,LEAD-001747,4,6,2023-04-20,26,direct,(direct),form_fill,/lp/demo-gratis,AST-0015,59,0,0,0.063794,2334.87
TP-0001422,OPP-00312,LEAD-001747,5,6,2023-04-29,17,direct,(direct),click,/produto/crm-integracao,AST-0019,4,0,0,0.03309,1211.1
TP-0001423,OPP-00312,LEAD-001747,6,6,2023-05-14,2,direct,,sales_call,/produto/erp-connector,AST-0020,94,0,1,0.869474,31822.76
TP-0001424,OPP-00313,LEAD-001753,1,3,2023-04-03,43,meta_ads,facebook_retargeting_2023,impression,/ebook/gestao-pipeline-vendas,AST-0009,6,1,0,0.009085,449.69
TP-0001425,OPP-00313,LEAD-001753,2,3,2023-04-21,25,meta_ads,fb-leads-varejo-2023,click,/lp/trial-30-dias,AST-0016,33,0,0,0.075834,3753.8
TP-0001426,OPP-00313,LEAD-001753,3,3,2023-05-02,14,meta_ads,fb-leads-varejo-2023,form_fill,/lp/roi-calculator,AST-0018,71,0,1,0.915081,45296.51
TP-0001427,OPP-00314,LEAD-001757,1,4,2023-04-10,44,meta_ads,fb-leads-varejo-2023,impression,/lp/roi-calculator,AST-0018,29,1,0,0.006924,459.77
TP-0001428,OPP-00314,LEAD-001757,2,4,2023-04-22,32,meta_ads,fb-leads-varejo-2023,click,/ebook/roi-tecnologia-empresas,AST-0010,32,0,0,0.037653,2500.17
TP-0001429,OPP-00314,LEAD-001757,3,4,2023-04-28,26,meta_ads,ig_gestores_b2b_q2,form_fill,/ebook/crm-para-varejo,AST-0008,51,0,0,0.211933,14072.35
TP-0001430,OPP-00314,LEAD-001757,4,4,2023-05-03,21,meta_ads,meta_awareness_2023,sales_call,/lp/demo-gratis,AST-0015,85,0,1,0.74349,49367.71
TP-0001431,OPP-00315,LEAD-001758,1,7,2023-04-19,36,linkedin_ads,lkd_awareness_2023,impression,/webinar/crm-para-gestores,AST-0013,1,1,0,0.002403,98.76
TP-0001432,OPP-00315,LEAD-001758,2,7,2023-04-26,29,linkedin_ads,linkedin_decisores_ti_2023,click,/webinar/crm-para-gestores,AST-0013,18,0,0,0.009143,375.77
TP-0001433,OPP-00315,LEAD-001758,3,7,2023-05-03,22,linkedin_ads,linkedin_decisores_ti_2023,content_view,/webinar/crm-para-gestores,AST-0013,49,0,0,0.020099,826.06
TP-0001434,OPP-00315,LEAD-001758,4,7,2023-05-07,18,linkedin_ads,linkedin_prospeccao_q2_2023,demo_request,/webinar/crm-para-gestores,AST-0013,85,0,0,0.106983,4396.99
TP-0001435,OPP-00315,LEAD-001758,5,7,2023-05-08,17,linkedin_ads,linkedin_decisores_ti_2023,sales_call,/webinar/crm-para-gestores,AST-0013,100,0,0,0.129267,5312.87
TP-0001436,OPP-00315,LEAD-001758,6,7,2023-05-16,9,linkedin_ads,linkedin_prospeccao_q2_2023,sales_call,/lp/demo-gratis,AST-0015,100,0,0,0.228905,9408.0
TP-0001437,OPP-00315,LEAD-001758,7,7,2023-05-23,2,linkedin_ads,linkedin_prospecao_q2_2023,demo_request,/ebook/roi-tecnologia-empresas,AST-0010,89,0,1,0.503201,20681.55
TP-0001438,OPP-00316,LEAD-001760,1,5,2023-04-25,18,direct,,click,/blog/automacao-marketing-b2b,AST-0004,14,1,0,0.043161,1359.58
TP-0001439,OPP-00316,LEAD-001760,2,5,2023-04-28,15,direct,,form_fill,/lp/trial-30-dias,AST-0016,55,0,0,0.150829,4751.12
TP-0001440,OPP-00316,LEAD-001760,3,5,2023-04-28,15,direct,,demo_request,/lp/trial-30-dias,AST-0016,77,0,0,0.219388,6910.71
TP-0001441,OPP-00316,LEAD-001760,4,5,2023-05-09,4,direct,(not set),sales_call,/lp/roi-calculator,AST-0018,100,0,0,0.541497,17057.16
TP-0001442,OPP-00316,LEAD-001760,5,5,2023-05-09,4,direct,(direct),impression,/produto/crm-integracao,AST-0019,1,0,1,0.045125,1421.43
TP-0001443,OPP-00317,LEAD-001774,1,4,2023-03-31,44,organic_search,(none),impression,/ebook/roi-tecnologia-empresas,AST-0010,4,1,0,0.011475,375.23
TP-0001444,OPP-00317,LEAD-001774,2,4,2023-04-15,29,paid_search,google_branded_2023,click,/produto/crm-integracao,AST-0019,48,0,0,0.077312,2528.11
TP-0001445,OPP-00317,LEAD-001774,3,4,2023-04-21,23,paid_search,pesquisa_concorrentes_q2_2023,content_view,/lp/comparativo-erp,AST-0017,8,0,0,0.158239,5174.42
TP-0001446,OPP-00317,LEAD-001774,4,4,2023-04-23,21,paid_search,google_brand_keywords_2023,form_fill,/lp/comparativo-erp,AST-0017,62,0,1,0.752974,24622.23
TP-0001447,OPP-00318,LEAD-001778,1,4,2023-04-09,44,linkedin_ads,linkedin_prospeccao_q2_2023,impression,/ebook/integracao-sistemas-guia,AST-0011,17,1,0,0.00235,265.57
TP-0001448,OPP-00318,LEAD-001778,2,4,2023-04-20,33,linkedin_ads,linkedin_prospecao_q2_2023,click,/ebook/gestao-pipeline-vendas,AST-0009,12,0,0,0.011899,1344.6
TP-0001449,OPP-00318,LEAD-001778,3,4,2023-05-06,17,linkedin_ads,linkedin_prospeccao_q2_2023,content_view,/ebook/integracao-sistemas-guia,AST-0011,34,0,0,0.049749,5621.69
TP-0001450,OPP-00318,LEAD-001778,4,4,2023-05-22,1,linkedin_ads,linkedin_gestores_2023,demo_request,/ebook/roi-tecnologia-empresas,AST-0010,73,0,1,0.936001,105768.14
TP-0001451,OPP-00319,LEAD-001784,1,4,2023-04-15,43,email_marketing,campanha_email_04-2023,email_open,/webinar/integracao-erp-ao-vivo,AST-0012,21,1,0,0.006616,212.37
TP-0001452,OPP-00319,LEAD-001784,2,4,2023-05-17,11,email_marketing,newsletter_mensal_05_2023,click,/ebook/integracao-sistemas-guia,AST-0011,31,0,0,0.075059,2409.38
TP-0001453,OPP-00319,LEAD-001784,3,4,2023-05-21,7,email_marketing,email_reengajamento_q2_2023,content_view,/ebook/roi-tecnologia-empresas,AST-0010,33,0,0,0.133175,4274.93
TP-0001454,OPP-00319,LEAD-001784,4,4,2023-05-26,2,email_marketing,campanha_email_05-2023,form_fill,/blog/integracao-erp-sistemas,AST-0003,72,0,1,0.78515,25203.32
TP-0001455,OPP-00320,LEAD-001787,1,3,2023-04-22,31,webinar_evento,bf-23,impression,/lp/trial-30-dias,AST-0016,3,1,0,0.012731,1119.05
TP-0001456,OPP-00320,LEAD-001787,2,3,2023-05-15,8,webinar_evento,webinar_integracao_erp_2023,click,/ebook/integracao-sistemas-guia,AST-0011,29,0,0,0.151888,13350.92
TP-0001457,OPP-00320,LEAD-001787,3,3,2023-05-15,8,webinar_evento,evento_crm_gestores_q2,form_fill,/blog/integracao-erp-sistemas,AST-0003,43,0,1,0.835382,73430.03
TP-0001458,OPP-00321,LEAD-001789,1,5,2023-04-08,44,direct,(not set),click,/produto/erp-connector,AST-0020,40,1,0,0.004733,885.58
TP-0001459,OPP-00321,LEAD-001789,2,5,2023-04-21,31,paid_search,pesquisa_concorrentes_q2_2023,form_fill,/produto/api-marketplace,AST-0021,69,0,0,0.033788,6321.66
TP-0001460,OPP-00321,LEAD-001789,3,5,2023-05-01,21,paid_search,pesquisa_concorrentes_q2_2023,demo_request,/webinar/integracao-erp-ao-vivo,AST-0012,72,0,0,0.100391,18783.16
TP-0001461,OPP-00321,LEAD-001789,4,5,2023-05-08,14,paid_search,google_branded_2023,sales_call,/produto/api-marketplace,AST-0021,82,0,0,0.186206,34839.21
TP-0001462,OPP-00321,LEAD-001789,5,5,2023-05-22,0,paid_search,pesquisa_concorrentes_q2_2023,demo_request,/lp/demo-gratis,AST-0015,98,0,1,0.674882,126270.39
TP-0001463,OPP-00322,LEAD-001792,1,7,2023-04-06,41,linkedin_ads,linkedin_gestores_2023,impression,/webinar/integracao-erp-ao-vivo,AST-0012,3,1,0,0.001177,120.52
TP-0001464,OPP-00322,LEAD-001792,2,7,2023-04-10,37,direct,(direct),click,/blog/automacao-marketing-b2b,AST-0004,24,0,0,0.003614,370.09
TP-0001465,OPP-00322,LEAD-001792,3,7,2023-04-24,23,direct,,content_view,/produto/crm-integracao,AST-0019,22,0,0,0.013099,1341.36
TP-0001466,OPP-00322,LEAD-001792,4,7,2023-05-02,15,direct,(direct),demo_request,/lp/trial-30-dias,AST-0016,63,0,0,0.092784,9501.09
TP-0001467,OPP-00322,LEAD-001792,5,7,2023-05-14,3,direct,(not set),sales_call,/produto/crm-integracao,AST-0019,82,0,0,0.245968,25187.11
TP-0001468,OPP-00322,LEAD-001792,6,7,2023-05-17,0,direct,(direct),proposal_sent,/lp/roi-calculator,AST-0018,90,0,0,0.237027,24271.52
TP-0001469,OPP-00322,LEAD-001792,7,7,2023-05-17,0,direct,(not set),demo_request,/lp/demo-gratis,AST-0015,70,0,1,0.406331,41608.32
TP-0001470,OPP-00323,LEAD-001802,1,5,2023-04-21,29,linkedin_ads,linkedin_decisores_ti_2023,impression,/webinar/integracao-erp-ao-vivo,AST-0012,23,1,0,0.003966,140.8
TP-0001471,OPP-00323,LEAD-001802,2,5,2023-04-25,25,linkedin_ads,linkedin_prospecao_q2_2023,click,/lp/demo-gratis,AST-0015,17,0,0,0.01218,432.38
TP-0001472,OPP-00323,LEAD-001802,3,5,2023-04-26,24,linkedin_ads,linkedin_gestores_2023,content_view,/lp/demo-gratis,AST-0015,22,0,0,0.017442,619.19
TP-0001473,OPP-00323,LEAD-001802,4,5,2023-05-17,3,linkedin_ads,linkedin_prospecao_q2_2023,demo_request,/ebook/gestao-pipeline-vendas,AST-0009,98,0,0,0.312677,11100.02
TP-0001474,OPP-00323,LEAD-001802,5,5,2023-05-20,0,linkedin_ads,linkedin_prospeccao_q2_2023,sales_call,/blog/gestao-vendas-b2b,AST-0001,86,0,1,0.653736,23207.62
TP-0001475,OPP-00324,LEAD-001815,1,7,2023-04-08,44,linkedin_ads,linkedin_prospeccao_q2_2023,impression,/ebook/roi-tecnologia-empresas,AST-0010,10,1,0,0.002865,601.95
TP-0001476,OPP-00324,LEAD-001815,2,7,2023-04-09,43,organic_search,(not set),click,/produto/api-marketplace,AST-0021,19,0,0,0.007101,1491.96
TP-0001477,OPP-00324,LEAD-001815,3,7,2023-04-13,39,organic_search,(none),content_view,/blog/crm-para-industria,AST-0002,35,0,0,0.0126,2647.17
TP-0001478,OPP-00324,LEAD-001815,4,7,2023-04-26,26,organic_search,(none),demo_request,/blog/leads-qualificados-b2b,AST-0007,73,0,0,0.127552,26798.77
TP-0001479,OPP-00324,LEAD-001815,5,7,2023-05-05,17,organic_search,(not set),sales_call,/blog/automacao-marketing-b2b,AST-0004,100,0,0,0.272917,57339.87
TP-0001480,OPP-00324,LEAD-001815,6,7,2023-05-10,12,organic_search,(none),demo_request,/produto/crm-integracao,AST-0019,84,0,0,0.346724,72846.62
TP-0001481,OPP-00324,LEAD-001815,7,7,2023-05-18,4,organic_search,,content_view,/webinar/crm-para-gestores,AST-0013,27,0,1,0.230241,48373.66
TP-0001482,OPP-00325,LEAD-001820,1,2,2023-05-03,20,paid_search,google_branded_2023,click,/blog/churn-saas-brasil,AST-0005,36,1,0,0.204665,5178.03
TP-0001483,OPP-00325,LEAD-001820,2,2,2023-05-20,3,paid_search,google_branded_2023,click,/produto/api-marketplace,AST-0021,29,0,1,0.795335,20121.97
TP-0001484,OPP-00326,LEAD-001821,1,7,2023-04-20,32,linkedin_ads,linkedin_decisores_ti_2023,impression,/lp/roi-calculator,AST-0018,29,1,0,0.005065,545.48
TP-0001485,OPP-00326,LEAD-001821,2,7,2023-04-22,30,organic_search,(not set),click,/lp/roi-calculator,AST-0018,18,0,0,0.013483,1452.11
TP-0001486,OPP-00326,LEAD-001821,3,7,2023-04-26,26,organic_search,(none),content_view,/blog/integracao-erp-sistemas,AST-0003,36,0,0,0.023922,2576.45
TP-0001487,OPP-00326,LEAD-001821,4,7,2023-04-29,23,organic_search,(not set),demo_request,/produto/crm-integracao,AST-0019,94,0,0,0.118558,12768.65
TP-0001488,OPP-00326,LEAD-001821,5,7,2023-05-01,21,organic_search,(none),sales_call,/produto/crm-integracao,AST-0019,69,0,0,0.153859,16570.65
TP-0001489,OPP-00326,LEAD-001821,6,7,2023-05-13,9,organic_search,(none),content_view,/blog/crm-para-industria,AST-0002,35,0,0,0.080568,8677.2
TP-0001490,OPP-00326,LEAD-001821,7,7,2023-05-18,4,organic_search,(not set),proposal_sent,/produto/crm-integracao,AST-0019,61,0,1,0.604545,65109.45
TP-0001491,OPP-00327,LEAD-001837,1,7,2023-04-11,44,email_marketing,newsletter_mensal_04_2023,email_open,/produto/erp-connector,AST-0020,25,1,0,0.017982,544.84
TP-0001492,OPP-00327,LEAD-001837,2,7,2023-04-14,41,direct,,click,/lp/comparativo-erp,AST-0017,24,0,0,0.025706,778.9
TP-0001493,OPP-00327,LEAD-001837,3,7,2023-04-16,39,direct,(not set),content_view,/produto/crm-integracao,AST-0019,24,0,0,0.039538,1198.01
TP-0001494,OPP-00327,LEAD-001837,4,7,2023-04-23,32,direct,(not set),form_fill,/produto/crm-integracao,AST-0019,70,0,0,0.179267,5431.78
TP-0001495,OPP-00327,LEAD-001837,5,7,2023-05-02,23,direct,(not set),demo_request,/webinar/integracao-erp-ao-vivo,AST-0012,86,0,0,0.495925,15026.52
TP-0001496,OPP-00327,LEAD-001837,6,7,2023-05-08,17,direct,,impression,/lp/comparativo-erp,AST-0017,23,0,0,0.04758,1441.67
TP-0001497,OPP-00327,LEAD-001837,7,7,2023-05-22,3,direct,,impression,/lp/comparativo-erp,AST-0017,1,0,1,0.194003,5878.28
TP-0001498,OPP-00328,LEAD-001839,1,4,2023-04-25,29,direct,(not set),click,/produto/erp-connector,AST-0020,12,1,0,0.017718,3008.57
TP-0001499,OPP-00328,LEAD-001839,2,4,2023-05-01,23,direct,(not set),form_fill,/lp/trial-30-dias,AST-0016,62,0,0,0.076714,13026.1
TP-0001500,OPP-00328,LEAD-001839,3,4,2023-05-02,22,direct,,demo_request,/lp/roi-calculator,AST-0018,93,0,0,0.119846,20349.91
TP-0001501,OPP-00328,LEAD-001839,4,4,2023-05-21,3,direct,(direct),sales_call,/lp/demo-gratis,AST-0015,89,0,1,0.785721,133415.42
TP-0001502,OPP-00329,LEAD-001849,1,6,2023-04-10,44,organic_search,,impression,/blog/leads-qualificados-b2b,AST-0007,3,1,0,0.002885,87.99
TP-0001503,OPP-00329,LEAD-001849,2,6,2023-04-17,37,organic_search,(not set),click,/produto/erp-connector,AST-0020,27,0,0,0.010977,334.79
TP-0001504,OPP-00329,LEAD-001849,3,6,2023-04-27,27,organic_search,(not set),content_view,/lp/demo-gratis,AST-0015,9,0,0,0.029896,911.83
TP-0001505,OPP-00329,LEAD-001849,4,6,2023-05-07,17,organic_search,,form_fill,/blog/automacao-marketing-b2b,AST-0004,58,0,0,0.167942,5122.22
TP-0001506,OPP-00329,LEAD-001849,5,6,2023-05-08,16,organic_search,(none),email_open,/produto/crm-integracao,AST-0019,14,0,0,0.032796,1000.27
TP-0001507,OPP-00329,LEAD-001849,6,6,2023-05-19,5,organic_search,,proposal_sent,/blog/gestao-vendas-b2b,AST-0001,65,0,1,0.755505,23042.9
TP-0001508,OPP-00330,LEAD-001851,1,2,2023-04-15,38,paid_search,google_branded_2023,click,/produto/crm-integracao,AST-0019,28,1,0,0.446572,55821.55
TP-0001509,OPP-00330,LEAD-001851,2,2,2023-04-16,37,paid_search,google_branded_2023,click,/lp/comparativo-erp,AST-0017,32,0,1,0.553428,69178.45
TP-0001510,OPP-00331,LEAD-001857,1,3,2023-04-16,42,organic_search,(not set),impression,/blog/churn-saas-brasil,AST-0005,11,1,0,0.072853,3985.07
TP-0001511,OPP-00331,LEAD-001857,2,3,2023-04-21,37,organic_search,(not set),click,/produto/erp-connector,AST-0020,24,0,0,0.240288,13143.76
TP-0001512,OPP-00331,LEAD-001857,3,3,2023-04-26,32,organic_search,(none),content_view,/lp/trial-30-dias,AST-0016,43,0,1,0.686859,37571.17
